Sample	Variant classes	Consequences (most severe)	Consequences (all)	Coding consequences	SIFT summary	PolyPhen summary	Variants by chromosome	Position in protein	General statistics
ITU_CALU	{'insertion': 1, 'SNV': 8}	{'missense_variant': 1, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 1, 'intron_variant': 6}	{'missense_variant': 11, '5_prime_UTR_variant': 5, '3_prime_UTR_variant': 25, 'intron_variant': 180, 'upstream_gene_variant': 5, 'downstream_gene_variant': 2, 'regulatory_region_variant': 2}	{'missense_variant': 11}	{'tolerated': 9}	{'benign': 9}	{'chr7': 9}	{'00-10%': 0, '10-20%': 0, '20-30%': 10, '30-40%': 1, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 9, 'Variants processed': 9, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 6, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 1}
ITU_CYP2C9	{'SNV': 17}	{'3_prime_UTR_variant': 3, 'intron_variant': 14}	{'3_prime_UTR_variant': 15, 'intron_variant': 279, 'NMD_transcript_variant': 15, 'non_coding_transcript_variant': 9, 'upstream_gene_variant': 2, 'downstream_gene_variant': 30}				{'chr10': 17}		{'Lines of input read': 17, 'Variants processed': 17, 'Variants filtered out': 0, 'Novel variants': 6, 'Existing variants': 11, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
ITU_CYP4F2	{'insertion': 2, 'SNV': 20}	{'missense_variant': 1, 'synonymous_variant': 1, '3_prime_UTR_variant': 2, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 17}	{'missense_variant': 16, 'synonymous_variant': 18, '3_prime_UTR_variant': 30, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 325, 'NMD_transcript_variant': 14, 'non_coding_transcript_variant': 25, 'upstream_gene_variant': 56, 'downstream_gene_variant': 28}	{'missense_variant': 16, 'synonymous_variant': 18}	{'deleterious_low_confidence': 5}	{'benign': 1, 'probably_damaging': 4}	{'chr19': 22}	{'00-10%': 1, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 1, '50-60%': 2, '60-70%': 13, '70-80%': 3, '80-90%': 14, '90-100%': 0}	{'Lines of input read': 22, 'Variants processed': 22, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 20, 'Overlapped genes': 4, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 0}
ITU_DRD2	{'SNV': 24}	{'synonymous_variant': 2, '3_prime_UTR_variant': 2, 'intron_variant': 20}	{'synonymous_variant': 16, '3_prime_UTR_variant': 15, 'intron_variant': 187, 'non_coding_transcript_variant': 36, 'upstream_gene_variant': 3, 'downstream_gene_variant': 47, 'regulatory_region_variant': 1}	{'synonymous_variant': 16}			{'chr11': 24}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 1, '70-80%': 15, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 24, 'Variants processed': 24, 'Variants filtered out': 0, 'Novel variants': 1, 'Existing variants': 23, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
ITU_GGCX	{'deletion': 1, 'SNV': 10}	{'synonymous_variant': 1, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 8}	{'synonymous_variant': 23, '3_prime_UTR_variant': 11, 'non_coding_transcript_exon_variant': 8, 'intron_variant': 329, 'NMD_transcript_variant': 76, 'non_coding_transcript_variant': 63, 'upstream_gene_variant': 18, 'downstream_gene_variant': 45}	{'synonymous_variant': 23}			{'chr2': 11}	{'00-10%': 0, '10-20%': 0, '20-30%': 2, '30-40%': 3, '40-50%': 2, '50-60%': 13, '60-70%': 0, '70-80%': 0, '80-90%': 1, '90-100%': 2}	{'Lines of input read': 11, 'Variants processed': 11, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 9, 'Overlapped genes': 3, 'Overlapped transcripts': 52, 'Overlapped regulatory features': 0}
ITU_OPRM1	{'insertion': 1, 'deletion': 2, 'SNV': 60}	{'missense_variant': 2, 'synonymous_variant': 2, '3_prime_UTR_variant': 7, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 49}	{'missense_variant': 16, 'synonymous_variant': 2, '3_prime_UTR_variant': 10, 'non_coding_transcript_exon_variant': 4, 'intron_variant': 834, 'NMD_transcript_variant': 96, 'non_coding_transcript_variant': 64, 'upstream_gene_variant': 25, 'downstream_gene_variant': 70, 'regulatory_region_variant': 1}	{'missense_variant': 16, 'synonymous_variant': 2}	{'tolerated_low_confidence': 1, 'deleterious': 2, 'deleterious_low_confidence': 13}	{'unknown': 1, 'probably_damaging': 2, 'possibly_damaging': 3, 'benign': 10}	{'chr6': 63}	{'00-10%': 7, '10-20%': 4, '20-30%': 3, '30-40%': 0, '40-50%': 0, '50-60%': 1, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 3}	{'Lines of input read': 63, 'Variants processed': 63, 'Variants filtered out': 0, 'Novel variants': 14, 'Existing variants': 49, 'Overlapped genes': 5, 'Overlapped transcripts': 48, 'Overlapped regulatory features': 1}
ITU_UGT2B7	{'deletion': 1, 'sequence_alteration': 1, 'insertion': 2, 'SNV': 38}	{'missense_variant': 1, 'synonymous_variant': 2, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 36}	{'missense_variant': 9, 'synonymous_variant': 17, '3_prime_UTR_variant': 12, 'non_coding_transcript_exon_variant': 5, 'intron_variant': 328, 'non_coding_transcript_variant': 80, 'upstream_gene_variant': 40, 'downstream_gene_variant': 50, 'regulatory_region_variant': 4}	{'missense_variant': 9, 'synonymous_variant': 17}	{'tolerated_low_confidence': 4}	{'benign': 4}	{'chr4': 42}	{'00-10%': 0, '10-20%': 2, '20-30%': 2, '30-40%': 0, '40-50%': 8, '50-60%': 3, '60-70%': 6, '70-80%': 3, '80-90%': 1, '90-100%': 1}	{'Lines of input read': 42, 'Variants processed': 42, 'Variants filtered out': 0, 'Novel variants': 5, 'Existing variants': 37, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 2}
ITU_VKORC1	{'SNV': 4}	{'missense_variant': 2, '3_prime_UTR_variant': 1, 'intron_variant': 1}	{'missense_variant': 10, 'splice_polypyrimidine_tract_variant': 1, '3_prime_UTR_variant': 13, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 15, 'non_coding_transcript_variant': 3, 'upstream_gene_variant': 15, 'downstream_gene_variant': 3, 'regulatory_region_variant': 1}	{'missense_variant': 10}	{'tolerated': 2, 'deleterious': 4}	{'benign': 2, 'probably_damaging': 2, 'possibly_damaging': 2}	{'chr16': 4}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 4, '40-50%': 1, '50-60%': 0, '60-70%': 2, '70-80%': 2, '80-90%': 1, '90-100%': 0}	{'Lines of input read': 4, 'Variants processed': 4, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 2, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
JPT_CALU	{'SNV': 5}	{'missense_variant': 1, 'intron_variant': 4}	{'missense_variant': 24, '3_prime_UTR_variant': 1, 'intron_variant': 99, 'upstream_gene_variant': 2, 'downstream_gene_variant': 3}	{'missense_variant': 24}	{'deleterious_low_confidence': 1, 'deleterious': 19}	{'probably_damaging': 20}	{'chr7': 5}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 24}	{'Lines of input read': 5, 'Variants processed': 5, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 3, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 0}
JPT_CYP2C9	{'SNV': 15}	{'3_prime_UTR_variant': 1, 'intron_variant': 14}	{'3_prime_UTR_variant': 1, 'intron_variant': 280, 'NMD_transcript_variant': 15, 'non_coding_transcript_variant': 8, 'upstream_gene_variant': 6, 'downstream_gene_variant': 7}				{'chr10': 15}		{'Lines of input read': 15, 'Variants processed': 15, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 12, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
JPT_CYP4F2	{'SNV': 11}	{'missense_variant': 1, 'intron_variant': 10}	{'missense_variant': 16, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 202, 'NMD_transcript_variant': 8, 'non_coding_transcript_variant': 15, 'upstream_gene_variant': 4, 'downstream_gene_variant': 12}	{'missense_variant': 16}	{'deleterious_low_confidence': 5}	{'benign': 1, 'probably_damaging': 4}	{'chr19': 11}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 2, '80-90%': 14, '90-100%': 0}	{'Lines of input read': 11, 'Variants processed': 11, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 8, 'Overlapped genes': 1, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
JPT_DRD2	{'SNV': 18}	{'synonymous_variant': 1, '3_prime_UTR_variant': 2, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 14}	{'synonymous_variant': 8, '3_prime_UTR_variant': 15, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 128, 'non_coding_transcript_variant': 20, 'upstream_gene_variant': 6, 'downstream_gene_variant': 33, 'regulatory_region_variant': 1}	{'synonymous_variant': 8}			{'chr11': 18}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 1, '70-80%': 7, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 18, 'Variants processed': 18, 'Variants filtered out': 0, 'Novel variants': 6, 'Existing variants': 12, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
JPT_GGCX	{'SNV': 1}	{'intron_variant': 1}	{'intron_variant': 34, 'NMD_transcript_variant': 6, 'non_coding_transcript_variant': 8, 'downstream_gene_variant': 8}				{'chr2': 1}		{'Lines of input read': 1, 'Variants processed': 1, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 1, 'Overlapped genes': 2, 'Overlapped transcripts': 42, 'Overlapped regulatory features': 0}
JPT_OPRM1	{'deletion': 1, 'SNV': 42}	{'missense_variant': 1, 'synonymous_variant': 2, '3_prime_UTR_variant': 12, 'non_coding_transcript_exon_variant': 4, 'intron_variant': 24}	{'missense_variant': 1, 'synonymous_variant': 2, '3_prime_UTR_variant': 24, 'non_coding_transcript_exon_variant': 7, 'intron_variant': 483, 'NMD_transcript_variant': 65, 'non_coding_transcript_variant': 34, 'upstream_gene_variant': 15, 'downstream_gene_variant': 87, 'regulatory_region_variant': 1}	{'missense_variant': 1, 'synonymous_variant': 2}	{'tolerated_low_confidence': 1}	{'unknown': 1}	{'chr6': 43}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 3}	{'Lines of input read': 43, 'Variants processed': 43, 'Variants filtered out': 0, 'Novel variants': 9, 'Existing variants': 34, 'Overlapped genes': 5, 'Overlapped transcripts': 48, 'Overlapped regulatory features': 1}
JPT_UGT2B7	{'SNV': 12}	{'synonymous_variant': 2, 'intron_variant': 10}	{'synonymous_variant': 16, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 88, 'non_coding_transcript_variant': 22, 'upstream_gene_variant': 16, 'downstream_gene_variant': 15, 'regulatory_region_variant': 2}	{'synonymous_variant': 16}			{'chr4': 12}	{'00-10%': 5, '10-20%': 3, '20-30%': 0, '30-40%': 0, '40-50%': 1, '50-60%': 0, '60-70%': 6, '70-80%': 0, '80-90%': 0, '90-100%': 1}	{'Lines of input read': 12, 'Variants processed': 12, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 9, 'Overlapped genes': 2, 'Overlapped transcripts': 13, 'Overlapped regulatory features': 1}
JPT_VKORC1	{'SNV': 3}	{'5_prime_UTR_variant': 2, 'intron_variant': 1}	{'5_prime_UTR_variant': 4, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 23, 'non_coding_transcript_variant': 2, 'upstream_gene_variant': 13, 'downstream_gene_variant': 1, 'regulatory_region_variant': 1}				{'chr16': 3}		{'Lines of input read': 3, 'Variants processed': 3, 'Variants filtered out': 0, 'Novel variants': 1, 'Existing variants': 2, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
KHV_CALU	{'deletion': 1, 'SNV': 5}	{'stop_gained': 1, 'missense_variant': 1, 'synonymous_variant': 1, '3_prime_UTR_variant': 1, 'intron_variant': 2}	{'stop_gained': 1, 'missense_variant': 24, 'synonymous_variant': 11, '3_prime_UTR_variant': 24, 'intron_variant': 62, 'upstream_gene_variant': 3, 'downstream_gene_variant': 26}	{'stop_gained': 1, 'missense_variant': 24, 'synonymous_variant': 11}	{'tolerated_low_confidence': 1, 'tolerated': 19}	{'benign': 20}	{'chr7': 6}	{'00-10%': 24, '10-20%': 0, '20-30%': 10, '30-40%': 1, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 1, '90-100%': 0}	{'Lines of input read': 6, 'Variants processed': 6, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 4, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 0}
KHV_CYP2C9	{'SNV': 5}	{'missense_variant': 1, 'splice_region_variant': 1, 'intron_variant': 3}	{'missense_variant': 19, 'splice_region_variant': 18, 'splice_polypyrimidine_tract_variant': 18, 'intron_variant': 74, 'NMD_transcript_variant': 5, 'non_coding_transcript_variant': 2, 'upstream_gene_variant': 2, 'downstream_gene_variant': 2}	{'missense_variant': 19}	{'deleterious_low_confidence': 1, 'tolerated_low_confidence': 2}	{'benign': 3}	{'chr10': 5}	{'00-10%': 15, '10-20%': 3, '20-30%': 1, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 5, 'Variants processed': 5, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 3, 'Overlapped genes': 2, 'Overlapped transcripts': 22, 'Overlapped regulatory features': 0}
KHV_CYP4F2	{'insertion': 2, 'SNV': 14}	{'missense_variant': 2, 'synonymous_variant': 1, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 11}	{'missense_variant': 34, 'synonymous_variant': 19, '3_prime_UTR_variant': 17, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 236, 'NMD_transcript_variant': 12, 'non_coding_transcript_variant': 16, 'upstream_gene_variant': 14, 'downstream_gene_variant': 21}	{'missense_variant': 34, 'synonymous_variant': 19}	{'deleterious_low_confidence': 5, 'tolerated_low_confidence': 5}	{'benign': 10}	{'chr19': 16}	{'00-10%': 1, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 1, '50-60%': 2, '60-70%': 13, '70-80%': 1, '80-90%': 6, '90-100%': 29}	{'Lines of input read': 16, 'Variants processed': 16, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 16, 'Overlapped genes': 2, 'Overlapped transcripts': 25, 'Overlapped regulatory features': 0}
KHV_DRD2	{'SNV': 24}	{'synonymous_variant': 1, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 1, 'intron_variant': 21}	{'synonymous_variant': 8, '5_prime_UTR_variant': 3, '3_prime_UTR_variant': 8, 'intron_variant': 166, 'non_coding_transcript_variant': 27, 'upstream_gene_variant': 17, 'downstream_gene_variant': 27, 'regulatory_region_variant': 3}	{'synonymous_variant': 8}			{'chr11': 24}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 1, '70-80%': 7, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 24, 'Variants processed': 24, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 21, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 2}
KHV_GGCX	{'SNV': 2}	{'missense_variant': 1, 'splice_region_variant': 1}	{'missense_variant': 23, 'splice_region_variant': 19, 'splice_polypyrimidine_tract_variant': 19, '3_prime_UTR_variant': 8, 'non_coding_transcript_exon_variant': 11, 'intron_variant': 28, 'NMD_transcript_variant': 14, 'non_coding_transcript_variant': 4, 'upstream_gene_variant': 2, 'downstream_gene_variant': 4}	{'missense_variant': 23}	{'tolerated': 9}	{'benign': 9}	{'chr2': 2}	{'00-10%': 2, '10-20%': 3, '20-30%': 1, '30-40%': 6, '40-50%': 8, '50-60%': 0, '60-70%': 2, '70-80%': 1, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 2, 'Variants processed': 2, 'Variants filtered out': 0, 'Novel variants': 1, 'Existing variants': 1, 'Overlapped genes': 2, 'Overlapped transcripts': 40, 'Overlapped regulatory features': 0}
KHV_OPRM1	{'deletion': 4, 'SNV': 44}	{'stop_gained': 1, 'missense_variant': 2, 'synonymous_variant': 2, '3_prime_UTR_variant': 10, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 32}	{'stop_gained': 1, 'missense_variant': 16, 'synonymous_variant': 2, '3_prime_UTR_variant': 14, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 524, 'NMD_transcript_variant': 85, 'non_coding_transcript_variant': 43, 'upstream_gene_variant': 8, 'downstream_gene_variant': 67}	{'stop_gained': 1, 'missense_variant': 16, 'synonymous_variant': 2}	{'tolerated_low_confidence': 1, 'deleterious': 2, 'deleterious_low_confidence': 13}	{'unknown': 1, 'probably_damaging': 2, 'possibly_damaging': 3, 'benign': 10}	{'chr6': 48}	{'00-10%': 7, '10-20%': 4, '20-30%': 3, '30-40%': 0, '40-50%': 0, '50-60%': 1, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 4}	{'Lines of input read': 48, 'Variants processed': 48, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 46, 'Overlapped genes': 4, 'Overlapped transcripts': 47, 'Overlapped regulatory features': 0}
KHV_UGT2B7	{'insertion': 2, 'deletion': 2, 'SNV': 46}	{'missense_variant': 1, 'splice_region_variant': 1, 'synonymous_variant': 2, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 44}	{'missense_variant': 9, 'splice_region_variant': 1, 'splice_polypyrimidine_tract_variant': 1, 'synonymous_variant': 17, 'non_coding_transcript_exon_variant': 5, 'intron_variant': 283, 'non_coding_transcript_variant': 76, 'upstream_gene_variant': 44, 'downstream_gene_variant': 14, 'regulatory_region_variant': 4}	{'missense_variant': 9, 'synonymous_variant': 17}	{'tolerated_low_confidence': 4}	{'benign': 4}	{'chr4': 50}	{'00-10%': 0, '10-20%': 2, '20-30%': 2, '30-40%': 0, '40-50%': 8, '50-60%': 3, '60-70%': 6, '70-80%': 3, '80-90%': 1, '90-100%': 1}	{'Lines of input read': 50, 'Variants processed': 50, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 47, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 3}
KHV_VKORC1	{'SNV': 2}	{'5_prime_UTR_variant': 1, 'intron_variant': 1}	{'5_prime_UTR_variant': 1, 'intron_variant': 21, 'non_coding_transcript_variant': 2, 'upstream_gene_variant': 8}				{'chr16': 2}		{'Lines of input read': 2, 'Variants processed': 2, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 2, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 0}
LWK_CALU	{'insertion': 1, 'SNV': 28}	{'missense_variant': 2, 'splice_polypyrimidine_tract_variant': 1, '5_prime_UTR_variant': 3, '3_prime_UTR_variant': 1, 'intron_variant': 22}	{'missense_variant': 35, 'splice_polypyrimidine_tract_variant': 25, '5_prime_UTR_variant': 14, '3_prime_UTR_variant': 25, 'intron_variant': 630, 'upstream_gene_variant': 15, 'downstream_gene_variant': 7, 'regulatory_region_variant': 7}	{'missense_variant': 35}	{'tolerated_low_confidence': 1, 'tolerated': 28}	{'benign': 29}	{'chr7': 29}	{'00-10%': 24, '10-20%': 0, '20-30%': 10, '30-40%': 1, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 29, 'Variants processed': 29, 'Variants filtered out': 0, 'Novel variants': 9, 'Existing variants': 20, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 4}
LWK_CYP2C9	{'deletion': 1, 'SNV': 51}	{'missense_variant': 3, 'splice_polypyrimidine_tract_variant': 1, '3_prime_UTR_variant': 7, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 38}	{'missense_variant': 35, 'splice_polypyrimidine_tract_variant': 20, '3_prime_UTR_variant': 41, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 901, 'NMD_transcript_variant': 52, 'non_coding_transcript_variant': 28, 'upstream_gene_variant': 20, 'downstream_gene_variant': 24}	{'missense_variant': 35}	{'deleterious_low_confidence': 2, 'tolerated_low_confidence': 3}	{'benign': 5}	{'chr10': 52}	{'00-10%': 0, '10-20%': 0, '20-30%': 4, '30-40%': 12, '40-50%': 5, '50-60%': 11, '60-70%': 1, '70-80%': 0, '80-90%': 1, '90-100%': 1}	{'Lines of input read': 52, 'Variants processed': 52, 'Variants filtered out': 0, 'Novel variants': 7, 'Existing variants': 45, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
